id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,amenities,dist_to_mall
1291208278558904107,"Capitol Hill, Stanton Park, Balcony And views  4","Union Station, Stanton Park, Kingman Park",38.89442,-76.99826,Entire condo,Entire home/apt,2,1.0,2.0,92.0,1,5.0,"[""Hot water"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""50 inch HDTV with Fire TV"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Housekeeping available from 8:00\u202fAM to 2:00\u202fPM, Monday, Wednesday, Friday - available at extra cost"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Exterior security cameras on property"", ""Conditioner"", ""Bathtub"", ""Iron"", ""Noise decibel monitors on property"", ""Electric stove"", ""Blender"", ""Lockbox"", ""Clothing storage: closet"", ""Cleaning products""]",1.3692943839019394
1291247510418797253,"Capitol Hill, Stanton Park, Spacious & Elegant 5","Union Station, Stanton Park, Kingman Park",38.89442,-76.99826,Entire condo,Entire home/apt,2,1.0,2.0,100.0,1,5.0,"[""Hot water"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Window guards"", ""Central air conditioning"", ""Laundromat nearby"", ""50 inch HDTV with Fire TV"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Housekeeping available from 8:00\u202fAM to 2:00\u202fPM, Monday, Wednesday, Friday - available at extra cost"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Exterior security cameras on property"", ""Conditioner"", ""Bathtub"", ""Iron"", ""Park view"", ""Noise decibel monitors on property"", ""Electric stove"", ""Blender"", ""Lockbox"", ""Clothing storage: closet"", ""Cleaning products""]",1.3692943839019394
1291334168396870347,"Capitol Hill, Stanton Park, Elegant Apt. 2","Union Station, Stanton Park, Kingman Park",38.89442,-76.99826,Entire condo,Entire home/apt,2,1.0,2.0,95.0,0,,"[""Hot water"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""50 inch HDTV with Fire TV"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Housekeeping available from 8:00\u202fAM to 2:00\u202fPM, Monday, Wednesday, Friday - available at extra cost"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Exterior security cameras on property"", ""Conditioner"", ""Bathtub"", ""Iron"", ""Noise decibel monitors on property"", ""Electric stove"", ""Blender"", ""Lockbox"", ""Clothing storage: closet"", ""Cleaning products""]",1.3692943839019394
1291939102789919721,"Capitol Hill, Stanton Park,Spacious & Elegant 3","Union Station, Stanton Park, Kingman Park",38.89442,-76.99826,Entire condo,Entire home/apt,2,1.0,2.0,90.0,2,5.0,"[""Hot water"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""50 inch HDTV with Fire TV"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Housekeeping available from 8:00\u202fAM to 2:00\u202fPM, Monday, Wednesday, Friday - available at extra cost"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Exterior security cameras on property"", ""Conditioner"", ""Bathtub"", ""Iron"", ""Noise decibel monitors on property"", ""Electric stove"", ""Blender"", ""Lockbox"", ""Clothing storage: closet"", ""Cleaning products""]",1.3692943839019394
1292125798421848524,Your House on Capitol Hill,"Capitol Hill, Lincoln Park",38.88267516173493,-76.99657244513591,Entire home,Entire home/apt,8,3.0,4.0,575.0,1,5.0,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Shower gel"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""High chair"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Blender"", ""Private entrance"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Drying rack for clothing"", ""Coffee"", ""Gym"", ""Dryer"", ""Cleaning products""]",1.4976279979305869
1292161514490095880,Capitol Supreme,"Union Station, Stanton Park, Kingman Park",38.89247,-77.00335,Entire rental unit,Entire home/apt,4,1.0,2.0,197.0,25,4.96,"[""Method body soap"", ""Hot water"", ""Wolf oven"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Coffee maker: french press"", ""Hangers"", ""Laundromat nearby"", ""Method shampoo"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Dishwasher"", ""Shower gel"", ""Wolf refrigerator"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Wine glasses"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""First aid kit"", ""Gas stove"", ""Lockbox"", ""Clothing storage: closet""]",1.0723658110622298
1292165332812339494,Peaceful DC Stay Steps from Metro & Union Station,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90381,-76.99186,Private room in condo,Private room,1,1.0,1.0,75.0,6,5.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Kitchenette"", ""Shower gel"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Bidet"", ""Wine glasses"", ""Exterior security cameras on property"", ""Trash compactor"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Ethernet connection"", ""Blender"", ""Coffee"", ""Clothing storage: closet"", ""Cleaning products""]",1.9391982366143592
1292173547544987465,"Capitol Hill, Stanton Park, Sunny With Park View 1","Union Station, Stanton Park, Kingman Park",38.89393259029128,-76.99707685181484,Entire condo,Entire home/apt,4,2.0,2.0,170.0,1,5.0,"[""Hot water"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Housekeeping available from 8:00\u202fAM to 4:00\u202fPM, Monday, Wednesday, Friday - available at extra cost"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Exterior security cameras on property"", ""Clothing storage: walk-in closet and closet"", ""Bathtub"", ""Iron"", ""Park view"", ""Noise decibel monitors on property"", ""Electric stove"", ""Blender"", ""Lockbox"", ""Conditioner"", ""Cleaning products""]",1.4238212752178754
1292197928142405988,DC Garden House - Modern 4-Person Stay by Metro,"Colonial Village, Shepherd Park, North Portal Estates",38.98090127186913,-77.02864692997552,Entire guesthouse,Entire home/apt,4,1.0,3.0,137.0,19,4.63,"[""HDTV"", ""Ceiling fan"", ""Hot water"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Radiant heating"", ""Hair dryer"", ""Smart lock"", ""Shared backyard"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Coffee maker"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Free dryer \u2013 In unit"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Bidet"", ""Wine glasses"", ""Exterior security cameras on property"", ""Iron"", ""Pets allowed"", ""Free parking on premises"", ""Indoor fireplace"", ""Sound system""]",6.30566417007851
1292268721679930388,Bloomingdale Blues Speakeasy *Free Parking*,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91430265813944,-77.01152991503477,Entire rental unit,Entire home/apt,4,2.0,2.0,181.0,27,4.96,"[""Hot water"", ""Freezer"", ""Game console"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Record player"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Shower gel"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Arcade games"", ""Microwave"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Exterior security cameras on property"", ""Blender"", ""Private entrance"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Noise decibel monitors on property"", ""Portable fans"", ""Free parking on premises"", ""Drying rack for clothing"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",1.8108661995333604
1292371854449202666,"'""Capital Charm Retreat""'","Kalorama Heights, Adams Morgan, Lanier Heights",38.92065179120026,-77.04172857105732,Entire rental unit,Entire home/apt,4,2.0,2.0,152.0,41,4.93,"[""58 inch HDTV"", ""Ceiling fan"", ""Hot water"", ""Freezer"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Dove  body soap"", ""Hangers"", ""Window guards"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Dishwasher"", ""Whirlpool refrigerator"", ""Luggage dropoff allowed"", ""Shower gel"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Pantene shampoo"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Microwave"", ""Oven"", ""Bidet"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Trash compactor"", ""Clothing storage: walk-in closet and closet"", ""Iron"", ""Pantene  conditioner"", ""Pets allowed"", ""Drying rack for clothing"", ""Coffee"", ""Lockbox"", ""Cleaning products""]",2.3702224660992117
1292413985793895819,Capitol Hill - Van Gogh Room,"Near Southeast, Navy Yard",38.87791,-77.00179,Private room in home,Private room,2,1.0,1.0,118.0,18,5.0,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Lock on bedroom door"", ""Books and reading material"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Rice maker"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Breakfast"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Exercise equipment"", ""Conditioner"", ""Bathtub"", ""Iron"", ""Heating"", ""Blender"", ""Coffee"", ""Dryer"", ""Sound system""]",1.3948591540603108
1293342404273462548,Contemporary 3BDR: H St Corridor Free Cancellation,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89912101245984,-76.97536332726538,Entire home,Entire home/apt,10,4.0,6.0,265.0,6,5.0,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Movie theater"", ""Bowling alley"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Laundromat nearby"", ""Essentials"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Board games"", ""Outdoor playground"", ""Shower gel"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Crib"", ""Cleaning available during stay"", ""Dedicated workspace"", ""High chair"", ""Baby bath"", ""Bed linens"", ""Children's playroom"", ""Mini fridge"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Self check-in"", ""Keypad"", ""Conditioner"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Blender"", ""Coffee"", ""Dryer"", ""Cleaning products""]",2.6453875251056043
1293595910550639180,Eckington english basement apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91119,-77.0116,Entire rental unit,Entire home/apt,2,0.0,1.0,108.0,3,5.0,"[""Dedicated workspace"", ""TV"", ""Washer"", ""Host greets you"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi""]",1.6090344907414542
1293818054442632352,North Capitol Charm,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91535,-77.00847,Entire home,Entire home/apt,3,1.0,1.0,124.0,1,5.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Free residential garage on premises"", ""Smart lock"", ""TV"", ""Washer"", ""Books and reading material"", ""Crib"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Kitchen"", ""Exterior security cameras on property"", ""Exercise equipment"", ""Iron"", ""Heating"", ""Sound system""]",1.9390797833687845
1294078374658201265,New 2BR Apartment in DC,"Congress Heights, Bellevue, Washington Highlands",38.84318,-77.00311,Entire rental unit,Entire home/apt,4,2.0,2.0,109.0,1,1.0,"[""TV"", ""Hot water"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Wifi"", ""Pets allowed"", ""Kitchen"", ""Dryer"", ""Essentials""]",3.3752342155046935
1294335470402371957,Cozy 2BR Garden Flat near Capitol Hill & Navy Yard,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86855,-76.98562,Entire rental unit,Entire home/apt,4,2.0,2.0,92.0,22,5.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Books and reading material"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Exterior security cameras on property"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Noise decibel monitors on property"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",2.479690132730718
1294352127734323711,Luxury Oasis on T 2BR/1BA Heart of DC,"Howard University, Le Droit Park, Cardozo/Shaw",38.91518,-77.0169,Entire condo,Entire home/apt,5,2.0,3.0,206.0,17,4.76,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Laundromat nearby"", ""Essentials"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Shower gel"", ""Single oven"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Central heating"", ""Free dryer \u2013 In unit"", ""LG stainless steel electric stove"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Wine glasses"", ""Keypad"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Paid parking garage off premises"", ""Iron"", ""Single level home"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",1.7939179111111225
1295312791496235447,"Close to Fort Totten metro, UDC","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95965389928445,-77.00190821461477,Private room in home,Private room,1,1.0,1.0,54.0,4,5.0,"[""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Radiant heating"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Shower gel"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Dryer"", ""Bed linens"", ""Carbon monoxide alarm"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Exterior security cameras on property"", ""Bathtub"", ""Pets allowed"", ""Clothing storage: closet""]",4.963000179743268
1295569455588631982,Room in basement with own bath,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9595682696126,-77.00181164119671,Private room in home,Private room,2,1.0,1.0,50.0,3,3.33,"[""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Radiant heating"", ""Hangers"", ""Essentials"", ""Washer"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Dryer"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Exterior security cameras on property"", ""Bathtub"", ""Pets allowed"", ""Clothing storage: closet"", ""Cleaning products""]",4.958439093955016
1295574236601007417,Private BR w/ shared bathroom,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95970528068759,-77.00189197688553,Private room in home,Private room,1,1.0,1.0,48.0,5,4.4,"[""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""Radiant heating"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Dryer"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Exterior security cameras on property"", ""Bathtub"", ""Pets allowed"", ""Clothing storage: closet"", ""Cleaning products""]",4.96665057690333
1295864015791448837,Room and PVT Bath in Modern Shaw Condo,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90997,-77.01107,Private room in rental unit,Private room,1,1.0,1.0,56.0,0,,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""BBQ grill"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Keypad"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Single level home"", ""Pets allowed"", ""Blender"", ""Coffee"", ""Dryer"", ""Cleaning products""]",1.543059300698416
1296483611194963747,Cozy quiet home in DC!,"Hawthorne, Barnaby Woods, Chevy Chase",38.97156308770561,-77.05911040311938,Entire home,Entire home/apt,8,4.0,5.0,350.0,0,,"[""Hot water"", ""Piano"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Free street parking"", ""Wifi"", ""Toaster"", ""TV"", ""Dishes and silverware"", ""Dishwasher"", ""Central heating"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Microwave"", ""Oven"", ""Kitchen"", ""Bathtub""]",5.981049960136473
1296487894400254942,New Construction 2 BDR 2 BTH,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87283668639864,-76.9756450183047,Entire rental unit,Entire home/apt,4,2.0,2.0,100.0,7,4.86,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Trash compactor"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Pets allowed"", ""Free parking on premises"", ""Coffee"", ""Dryer"", ""Cleaning products""]",2.797973254451287
1296505951364475329,Spacious Petworth English Basement Apt,"Brightwood Park, Crestwood, Petworth",38.937800119221926,-77.0220668754631,Entire guest suite,Entire home/apt,4,1.0,1.0,120.0,6,5.0,"[""Hot water"", ""Portable air conditioning"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Pack \u2019n play/Travel crib - available upon request"", ""Essentials"", ""TV"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Babysitter recommendations"", ""Exterior security cameras on property"", ""Keypad"", ""Baby bath - available upon request"", ""Bathtub"", ""Coffee maker: drip coffee maker, french press"", ""Heating"", ""Conditioner""]",3.325185877819666
1296518232642529377,Private English Basement Room 20 min from DCA,"Cathedral Heights, McLean Gardens, Glover Park",38.92331816662968,-77.07460673392437,Private room in home,Private room,3,1.0,1.0,117.0,0,,"[""Hot water"", ""Piano"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""BBQ grill"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Fire pit"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""First aid kit"", ""Iron"", ""Heating"", ""Pets allowed"", ""Free parking on premises"", ""Lockbox"", ""Dryer""]",3.629953814181616
